Comment ID,Comment,Clean_Comment,Aspect,Sentiment,BIO_Tags
UgxtKQg_-BGxyM8h5bJ4AaABAg,"Prof trim&#39;s penjelasannya program mbg baik  tp dg di korupsi dan ada makanan yg menjadikan anak &quot; keracunan  lebih baik mbg ditutup ,ada yg lebih penting jalan berlubang &quot; uang mbg untuk perbaikan jln dari ke amatan sampai ke desa&quot; tutup MBG Pemalang",prof trims jelas program makan gizi gratis baik dg korupsi makan jadi anak quot racun lebih baik makan gizi gratis tutup ada yang lebih penting jalan lubang quot uang makan gizi gratis baik jln ke amat ke desaquot tutup makan gizi gratis malang,,negative,
UgyAeEiu7M1gEjQejjF4AaABAg,Pertanyaannta membagi makan siangnya kesekolah2 bagaimana?,pertanyaannta bagi makan siang seko bagaimana,,negative,
UgyncpaR3EfME431Lq14AaABAg,"Aneh kok ada statemen Negara kok rugi, memang sudah seharusnya Negara berkorban dengan` segala cara untuk kesejahteraan rakyatnya diantaranya MBG. yang harus diberantas para oknum yang berkhianat terhadap progam tersebut. bukan MBG nya yang dicabut, ngerti ra son.......",aneh kok statemen negara kok rugi memang harus negara korban segala cara sejahtera rakyat antara makan gizi gratis harus berantas oknum khianat progam sebut bukan makan gizi gratis nya cabut ngerti ra son,,negative,
UgxpNGT4al1qHXbwzrd4AaABAg,"dari niat awalnya udah mau maling, terusin aja, buat rakyat tambah ga percaya <a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a>",niat awal udah mau maling terusin aja buat rakyat tambah ga percaya,,negative,
Ugy32gtZoKMpg1izEhJ4AaABAg,Ladang koropsi harus di hentikan total..,ladang koropsi di henti total,,negative,
UgydDev-VkNeM6kVpkh4AaABAg,SAIKI ZAMAN EDAN BOS...ORA EDAN ORA KEDUMAN,saiki zaman edan bosora edan ora dum,,negative,
UgwUsZPVxwFQr1plIYN4AaABAg,Suplier ngasih bahan jelek karena oknum orang dapur minta jatah pak,suplier ngasih bahan jelek oknum orang dapur minta jatah pak,,negative,
UgwBY-GHIGzxgdWfuZp4AaABAg,Akibat MBG minyak dinaikkan berang2 ikut naik mari kita bangkit Nepalkan saja sibangsat Jokowi dan Prabowo ini,akibat makan gizi gratis minyak naik berang ikut naik kita bangkit nepalkan sibangsat jokowi prabowo,,negative,
UgzpcDD7cM4iqd-a5zB4AaABAg,"emang saat ada pembelia sepeda motor listrik presiden tidak tau,padahal menkeu sudah bicara soal sepeda listrik,mengapa Pak Prabowo tidak gercep",emang ada belia sepeda motor listrik presiden taupadahal menkeu bicara soal sepeda listrikmengapa pak prabowo gercep,,negative,
UgwsUEstLYapXqZO6o94AaABAg,"Suplayer kebanyakan masih lewat calo dan calonya sudah dapat rekom dari pemilik sppg,  kebanyakan calo sodara/kader, politik, suplayer yg lain ga bisa masuk, jadi suplayer senaknya cari bahan murah jual mahal, harga dari petani sama aja ga ada bedanya.",suplayer banyak lewat calo calo dapat rekom milik sppg banyak calo sodarakader politik suplayer lain ga masuk jadi suplayer senak cari bahan murah jual mahal harga tani sama aja ga beda,,negative,
Ugy4IYD83ClVIsMVNTp4AaABAg,"Terimakasih Prof Gema, sudah mencerahkan sudut pandang dan pola pikir utk rakyat Indonesia.<br>Koruptor adalah jahanam",terimakasih prof gema cerah sudut pandang pola pikir utk rakyat indonesia koruptor jahanam,,negative,
Ugz4jqhM9jVgb9KDus14AaABAg,MANTAP..... MBG    KOROPSI    YG   PIARA......... KOROPSI   NASIONAL,mantap makan gizi gratis koropsi piara koropsi nasional,,negative,
UgxujwvoSXr10TnNyJh4AaABAg,"Maaf, indonesia itu makmur, katanya, kenapa harus ada MBG, dana triliunan bukannya bagus untuk usaha pembelajaran teknologi untuk anak,, anak indonesia itu di perbodoh,",maaf indonesia makmur kata harus makan gizi gratis dana triliun bukan bagus usaha ajar teknologi anak anak indonesia di bodoh,,negative,
UgzK5KMZCNRdTf_Ybb14AaABAg,"Nah setuju, temen2 gua yang pemasukannya per bulan minimal 30jt rupiah, beli bensin mobilnya aja Pertalite lol.. trus teriak2 minta MBG dihentikan lol..",nah tuju temen gua pasu per bulan minimal jt rupiah beli bensin mobil aja pertalite lol trus teriak minta makan gizi gratis henti lol,,negative,
UgzxrmOuhNuIHJWu8iV4AaABAg,"Pola yg selalu berulang: buat kebijakan jahat, siapkan propaganda utk membungkus nya dgn kebaikan, fitnah para penentang sbg antek asing dan Aseng, geber habis2an (selama masih ada waktu)... MBG, KDMP, plus Danantara adalah kebijakan &quot;serigala berbaju domba&quot; tdk kurang dari itu !!!",pola selalu ulang buat bijak jahat siap propaganda utk bungkus nya dgn baik fitnah tentang sbg antek asing aseng geber habis lama ada waktu makan gizi gratis kdmp plus danantara bijak quotserigala baju dombaquot tdk kurang itu,,negative,
UgyPNn13gnlz623HjZB4AaABAg,Mantaap bos.,mantaap bos,,negative,
Ugz7Fb27gtqA8t9MSIF4AaABAg,Bubarkan MBG.. Ngutang di gedein hanya bela belain tai.. Apapun datanya tetap aja belum saatnya Indonesia terapkan MBG dan itu biang keroknya korupsi berjamaah,bubar makan gizi gratis ngutang gedein bela bain tai apa data tetap aja saat indonesia terap makan gizi gratis itu biang kerok korupsi jamaah,,negative,
UgzKV-1Jk3-Q076byR14AaABAg,"di jalan mau presentasi? Diundang aja kaga, boro boro. Baru masang display juga dah di siram aer ama polisi lu.",jalan mau presentasi undang aja kaga boro boro baru masang display sudah siram aer ama polisi lu,,negative,
Ugzt_ytLYRTdmAt_8hV4AaABAg,"Orang tua ini ngincer jadi stafsus ya gaiss, wajar kalo suka cebokin😭",orang tua ngincer jadi stafsus gaiss wajar kalo suka cebokin,,negative,
UgwhWHU45boV5GP2-LR4AaABAg,Dikelola lebih baik   keterlaluan bila masih dikorupsi itukan bentuk sdm  masa depan  tapi masih saja dicuri itu yg bikin kemarahan,kelola lebih baik terlalu bila korupsi itu bentuk sdm masa depan masih curi yang bikin marah,,negative,
UgxrihZawnZ2dmzjOCh4AaABAg,"Tanpa HARUS nonton podcast hingga SELESAI, saya bisa simpulkan: MBG HARUS DITERUSKAN hingga semua rakyat NKRI sejahtera, TIDAK ADA lagi yg Busung Lapar, tidak ADA Lagi yg mengidap stunting. Karena itu MBG HARUS diteruskan TETAPI Tata Kelola MBG HARUS Diperbaiki, PARA KORUPTOR MBG HARUS DITANGKAP dan DI HUKUM SEBERAT BERATNYA.",nonton podcast hingga selesai bisa simpul makan gizi gratis terus hingga semua rakyat nkri sejahtera ada yang busung lapar ada yang idap stunting itu makan gizi gratis terus tata kelola makan gizi gratis baik koruptor makan gizi gratis harus tangkap di hukum berat berat,,negative,
UgyyTpaCPfck9yDL3eF4AaABAg,MBG di indonesia mh program malaikat yg mengelola iblis 😢😢😢😢,makan gizi gratis indonesia mh program malaikat kelola iblis,,negative,
UgxWbG2mzhHAmvO5Xa14AaABAg,Orang orang yg seperti p gema ini knpa GK diberikan kesempatan untuk membangun indonesia ? 😢,orang orang seperti p gema knpa gk beri sempat bangun indonesia,,negative,
UgyKU68UkDgNJHYuTH94AaABAg,Nanik? Gak mikir sejauh itu,nanik gak mikir jauh,,negative,
Ugwo6NkzzQ_yzAxmsdp4AaABAg,"Mbg teruskan saja biar koruptor tambah kenyang, ga apa2 murid keracunan yg penting tenar pemerintah.",makan gizi gratis terus biar koruptor tambah kenyang ga apa murid racun penting tenar perintah,,negative,
UgwlKESOtGkHuuWhFC94AaABAg,"Setuju MBG itu program bagus. tetapi pengelolaannya yang sangat perlu di evaluasi. Belum siap, tetapi dipaksakan, jadinya jalannya acak2an.. Program yang sederhana sebenarnya, tetapi di kelola dengan pikiran yang serakah, makanya jadi banyak masalah.",tuju makan gizi gratis program bagus kelola sangat perlu evaluasi siap paksa jadi jalan acak program sederhana benar di kelola pikir serakah makanya jadi banyak masalah,,negative,
UgwQG5KjZX3ng1j7jA94AaABAg,Sebetulnya kami netizen sudah memperingatkan kalau mbg ini ladang basah proyek korupsi. Mau diganti siapapun kalau sistemnya masih seperti sekarang juga pasti bakal dikorup lagi.,kami netizen ingat kalau makan gizi gratis ladang basah proyek korupsi mau ganti siapa kalau sistem seperti sekarang pasti bakal korup,,negative,
Ugys7Mp9lwJ4tjqmuqd4AaABAg,PRESIDEN GILA KRN GA TAHU PRIORITAS YG HRS DIBEBAHI N LBH URGENT DRPD MBG,presiden gila krn ga tahu prioritas hrs dibebahi n lbh urgent drpd makan gizi gratis,,negative,
UgzzN_UlfOpebYjkeu54AaABAg,"Kalo yang bicara orang pinter enak di Terima, pake data, beri solusi ngak cuman teriak2 tanpa dasar.",kalo bicara orang pinter enak terima pake data beri solusi ngak cuman teriak dasar,,negative,
UgyRmu4rO8rH1jq7kJh4AaABAg,program  mbg dilaksanakan tidak diawali analisa kebutuhan. Sudah separah itukah anak ansk kita. Mbg dilaksanskan karen kepentingan dukungan politik prabowo,program makan gizi gratis laksana awal analisa butuh parah itu anak ansk makan gizi gratis dilaksanskan karen penting dukung politik prabowo,,negative,
UgyxUeFO0-CabCp_C0d4AaABAg,MBG Tida merugikan negara  Karna negara hasilya Utuk rakyt Utuk dimakan rakyt bukan Utuk di sipan di mbugker uang Utuk dibilangin uag negara Karna negara penghuniya manusia  kalau uang hasil hasil harga bumi Indonesia Utuk di sipan dibugker  itu Tida dilihat rakyt atau udah sebyak apa uang hasil harga bumi Indonesia ini dan kalau cuma disipan dibugker uag hasil bumi Indonesia ini Utuk siapa coba pikir tetap dikorupsi dan dirampok dan cuma dibagi juga kepejilat separuhya dan Utuk meperkayai sekupulan org  dan ingat uag uag yg disipan kembuker itu bukan uag  kerja keras rakyt kecil yg ada di Beng tapi uag hasil bumi Indonesia ini sepeti miyak dan batu bara dan tambag emas dan lain lainya  Mlah disipan dibugker Utuk dikoripsi DPR dan cuma dibagi bagikan di kegiatan dan cuma dibagi bagikan Ama org yg berkelas dan cuma di bagi bagikan ke org org katoran berpagkat  sedgkan kita rakyt baru saja adakan MBG Utuk dimkan rakyt Mlah tukag tukg korupsi bayar maha siswa Utuk demo ingin guligkan Prabowo presiden Utuk sekalian mau hetikan MBG  Klir kan bhawa org orag yag mejaja ralyt tukg tukg korupsi dan mafia mafia tambg  ingat rakyt jangan cuma diam saja tolog kita satukan hati Utuk lidungi Prabowo harus kita bantu Prabowo karna kita rakyt setia dan iklas Utuk bantu Prabowo karna cuma presiden Prabowo yg peduli kekita rakyt rakyt kecil yg dijajah tukg korupsi dan mafia tambag dan prampok    bupati diperbgai daerah pun perampok semua dan pemerintah di perbagai daerah kita semua perampok dan tukg korupsi  kepala desa pun gitu korupsi Tampa henti      rakyt bersatu dukug penuh Prabowo Utuk jadi Pipin Indonesia ini Utuk seumur hidup  ingat kalau sebuah negara kalau selalu ganti presiden maka ralyt ngah makmur dan tida maju dan Indonesia taakan maju  dengan cepat malah org org korupsi  semakin bayak dan semakin kaya raya hidup berliphkan uang  mafia mafia dan prampok pun semakin bayak  semakin kaya  kelurga kelurga mereka pun macam tingal di kayangan bahagiya mereka makan uag korupsian harga sepatu pun miliaran dan ratusan juta sedagkan rakyt kerja bating tulg jadi kuli kerja sampai mati pun ngh bisa beli sepatu harga ratusan juta jngangkan beli sepatu mhal gitu mkan sehari saja ngah cukup dengan hasil kerja kita dalam sehari Utuk kita mkan kelurga 4 orag atupun 3 orag apalgi yg Puya kelurga bayak rumah pun ngah bisa bikin Karna ngah ada uag sedagkan org org korupsi mau beli apa pun dan mau beli rumah srprti istana pun pun 70 biji rumah tingkat tingal geser nomor rekenig saja,makan gizi gratis tida rugi negara karna negara hasilya utuk rakyt utuk makan rakyt bukan utuk sip mbugker uang utuk dibilangin uag negara karna negara penghuniya manusia kalau uang hasil hasil harga bumi indonesia utuk sip dibugker tida lihat rakyt udah sebyak apa uang hasil harga bumi indonesia kalau cuma sip dibugker uag hasil bumi indonesia utuk siapa coba pikir tetap korupsi rampok cuma bagi jilat separuhya utuk meperkayai pul org ingat uag uag sip kembuker bukan uag kerja keras rakyt kecil beng uag hasil bumi indonesia sepet miyak batu bara tambag emas lain lai mlah sip dibugker utuk dikoripsi dpr cuma bagi bagi giat cuma bagi bagi ama org kelas cuma bagi bagi org org katoran berpagkat sedgkan rakyt baru adakan makan gizi gratis utuk dim rakyt mlah tukag tukg korupsi bayar maha siswa utuk demo guligkan prabowo presiden utuk sekali mau hetikan makan gizi gratis klir kan bhawa org orag yag mejaja ralyt tukg tukg korupsi mafia mafia tambg ingat rakyt jangan cuma diam tolog satu hati utuk lidungi prabowo bantu prabowo karna rakyt setia iklas utuk bantu prabowo karna cuma presiden prabowo peduli kita rakyt rakyt kecil jajah tukg korupsi mafia tambag prampok bupati diperbgai daerah rampok semua perintah bagai daerah semua rampok tukg korupsi kepala desa gitu korupsi tampa henti rakyt satu dukug penuh prabowo utuk jadi pipin indonesia utuk umur hidup ingat kalau buah negara kalau selalu ganti presiden ralyt ngah makmur tida maju indonesia taakan maju cepat malah org org korupsi makin bayak makin kaya raya hidup berliphkan uang mafia mafia prampok makin bayak makin kaya kelurga kelurga macam tingal kayangan bahagiya makan uag korupsi harga sepatu miliar dan ratus juta sedagkan rakyt kerja bating tulg jadi kuli kerja mati ngh beli sepatu harga ratus juta jngangkan beli sepatu mhal gitu mkan hari ngah cukup hasil kerja dalam hari utuk kita mkan kelurga orag atupun orag apalgi puya kelurga bayak rumah ngah bikin karna ngah ada uag sedagkan org org korupsi mau beli apa dan mau beli rumah srprti istana pun pun biji rumah tingkat tingal geser nomor rekenig,,negative,
UgzB9K0Qn0064LSmrnF4AaABAg,MBG adalah program yg Mulya tapi saya jamin angaranny lebih banyak yg di korupsi dari desa kcmatN kabupaten sampe negara pasti ada saja yg korupsi ...de rilll watak oknum  orang indo semua ny koruptor dari rakyat kcil sampe besar koruptor di anggap usaha,makan gizi gratis program mulya saya jamin angaranny lebih banyak korupsi desa kcmatn kabupaten sampe negara ada yang korupsi de rilll watak oknum orang indo semua ny koruptor rakyat kcil sampe besar koruptor di anggap usaha,,negative,
UgwKRu75YWLwYvsRriZ4AaABAg,"Intinya, kelola MBG dgn sebaik2nya<br>Kendalanya  ya sulit selama ga ada shock therapy yg tegas bagi pelaku penyelewengan dana.",inti kelola makan gizi gratis dgn baik kendala sulit lama ga shock therapy tegas laku seleweng dana,,negative,
Ugyc-1leeTlTx30ngxN4AaABAg,Berasa dapet kuliah di siang hari 😂😂,asa dapet kuliah siang hari,,negative,
UgzeAaRclYnayE-2V-N4AaABAg,"mana ada korupsi cuma 3 orang,, di bawah2nya itu pasti masih banyak,, dan pas orang pada ngomongin demo mahasiswa.. mereka lupa.. kalo belum ada tersangka lagi setelah pemenang tender motor😅",mana korupsi cuma orang bawah pasti banyak pas orang ngomongin demo mahasiswa lupa kalo ada sangka telah menang tender motor,,negative,
UgyxYCLA1jmHKyXxiYF4AaABAg,"Programnya ga salah tapi banyak sunat menyunat di bawahnya,,",program ga salah banyak sunat sunat bawah,,negative,
UgxGtjpQAWCMJ_b8hZx4AaABAg,Buang kejurang MBG,buang jurang makan gizi gratis,,negative,
UgwKEThU-eWph0Pga2d4AaABAg,<b>BIAYA MBG== 335 TRILYUN.. LAPANGAN KERJA TDK SAMPAI 1 JUTA!!!!!! UANG JATAH PEMBANGUNAN UTK DAERAH DI SEDOT SEMUA KE MBG!!! DANA PENDIDIKAN  DAN KESEHATAN DI SEDOT JG SEMUA UTK MBG!!!!!PREEEEEEEETTTTTTT!!!!!!</b>,biaya makan gizi gratis trilyun lapang kerja tdk juta uang jatah bangun utk daerah sedot semua makan gizi gratis dana didik sehat sedot jg semua utk mbgpreeeeeeeettttttt,,negative,
UgyxXdm0vmFgzGVeMxR4AaABAg,Mantap bos bongkar lah rakyat muak dengan para pejabat 🤮🤮🤮🤮🤮🤮,mantap bos bongkar lah rakyat muak para jabat,,negative,
Ugwp7JXMLbkC6br2jjt4AaABAg,Durian Runtuh nya buat TENGKULAK,durian runtuh nya buat tengkulak,,negative,
UgzyNwDKvZyAwab9HYl4AaABAg,asal jangan dipress oleh pengelola dapur demi meraih laba lebih besar,asal jangan dipress kelola dapur raih laba lebih besar,,negative,
UgyB7LJkYoEagTOZMA14AaABAg,"Gratis apanya    itu uang rakyat, kok gratis.",gratis apa uang rakyat kok gratis,,negative,
Ugyltomur0GCWmkF7Ip4AaABAg,"Nah untuk hal yang berbau politik begini saya berbeda pandangan dengan pak Prof, mohon maaf saya memang awam gelar saya juga cuman S.kom. saya orang yang sepakat dan sangat sepakat dengan anda jika itu berkaitan dengan investasi dan saham. Tapi untuk urusan politik anda terlalu naif dan positif, tidak ada salahnya jika anda positif dan naif, dan tidak ada salah jika kita terus mendoakan bangsa ini, tetapi anda juga harus ingat Ketika Yesus marah dikait suci terjadi karena bait suci tersebut disalahgunakan sebagai tempat berdagang dan praktik bisnis yang curang. So saya katakan anda terlalu naif dan sangat naif. <br><br>1. Kalimat anda yang mengatakan ayo mahasiswa buatlah kajian seperti yang anda buat dengan tim, seolah2 mahasiswa tidak melakukan kajian pertanyaannya kepada anda. Apakah anda pernah turun ke mahasiswa dan coba berdialog dengan mahasiswa? Jika anda belum melakukan seperti itu, anda sombong jatuhnya.<br>2. Tidak ada kritik anda keluar dari mulut anda kepada pak Prabowo sebagai presiden, yang anda salahkan oknum2 yang ditangkap atau pelaku korupsi, pertanyaannya apakah anda lupa sumua pelaku itu berasal dari satu pintu yang itu presiden itu sendiri, mohon maaf pak presiden itu sendiri yang pernah bicara “anda mau jabatan apa saya akan kasih, kalau saya jadi presiden” apakah anda lupa itu, yang ditangkap itu hanya tumbal aja tukar kepala istilahnya. Itu sudah rahasia umum!!, bagaimana dengan kasus Pak nadiem ??? Nama JOKOWI disebut berkali2 apakah sudah di periksa, dan apakah ada bukti korupsi nadim??<br>3. Masalah MBG itu distop saja menurut saya digantikan dengan Ide Pak Ahok dengan membuat kartu seperti yang dilakukan diJKT dulu untuk konsumsi daging. Jadi di buat dengan ide dan sistem yang sudah ada saja. Sudah rahasia umum Pak Gema, kalau dapur umum itu yang join adalah orang2 yang milih 02 dan itu bagi2 jatah. Dan pak presiden dan wakilnya pun tahu itu. <br>4. Saya juga orang yang beli pertamax dan Pertamax turbo bahkan motor pun saya belikan turbo saking muaknya dengan pertamina ganti ke shell bahkan shell dimatikan saya ganti ke BP setidak sudi itu saya membeli pertamina(itu saya lakukan karena sudah muak dgn pemerintah). Saya juga bayar pajak lapor SPT tiap tahun juga(sebenarnya tidak rela), saya juga berhak kritik tanpa memberi solusi dan tanpa sya harus jadi presiden dulu, itu logika konyol menurut saya kalau saya kritik terus saya harus jadi presiden dulu. Selama kritik saya lakukan dengan tidak menghina saya akan tetap kritik dan berhak. <br>5. Pemerintah itu dari Presiden sampai wakil yang milih itu rakyat!!, yang harusnya memikirkan dan memberikan solusi itu ya Pemerintah itu sendiri. Jadi presiden dan bagian dari pemerintah itu HARUS SIAP MELAYANI, BUKAN MALAH BAGI2 JABATAN, KE ORANG2 YANG TIDAK KOMPETEN, dan akhirnya malah cari balik modal dengan dengan uang rakyat.<br><br>Intinya disini saya setuju untuk tidak setuju. Tapi dengan segala hormat saya sangat menghargai pendapat prof Gema. Terima kasih",nah hal bau politik begini beda pandang pak prof mohon maaf memang awam gelar cuman skom orang sepakat sangat sepakat kait investasi saham urus politik terlalu naif positif salah positif naif salah kita terus doa bangsa tetapi juga ingat yesus marah kait suci jadi bait suci sebut disalahgunakan tempat dagang praktik bisnis curang so kata terlalu naif sangat naif kalimat kata ayo mahasiswa buat kaji buat tim mahasiswa laku kaji tanya pernah turun mahasiswa coba dialog mahasiswa anda laku anda sombong jatuh kritik anda keluar mulut anda kepada pak prabowo presiden anda salah oknum tangkap laku korupsi tanya anda lupa sumua laku asal satu pintu presiden sendiri mohon maaf pak presiden sendiri pernah bicara anda mau jabat apa akan kasih kalau jadi presiden anda lupa tangkap hanya tumbal aja tukar kepala istilah rahasia umum bagaimana kasus pak nadiem nama jokowi sebut kali sudah periksa apakah ada bukti korupsi nadim masalah makan gizi gratis stop ganti ide pak ahok buat kartu laku dijkt dulu konsumsi daging jadi buat ide sistem sudah ada saja sudah rahasia umum pak gema kalau dapur umum join orang yang milih jatah pak presiden wakil tahu juga orang yang beli pertamax pertamax turbo bahkan motor belikan turbo saking muak pertamina ganti shell bahkan shell mati ganti bp tidak sudi beli pertaminaitu laku sudah muak dgn perintah juga bayar pajak lapor spt tiap tahun jugasebenarnya tidak rela juga hak kritik beri solusi tanpa sya jadi presiden dulu logika konyol turut kalau kritik terus harus jadi presiden dulu lama kritik saya laku tidak hina saya akan tetap kritik hak perintah presiden wakil yang milih itu rakyat yang harus pikir beri solusi itu ya perintah itu sendiri jadi presiden bagi dari perintah itu harus siap layan bukan malah jabat orang yang tidak kompeten akhir malah cari balik modal dengan uang rakyat inti sini saya tuju untuk tidak tuju dengan segala hormat saya sangat harga dapat prof gema terima kasih,,negative,
UgyecyHnutk9U4zznbF4AaABAg,"Hentikan MBG!jangan terlalu banyak dan kelamaan teori, duit negara ngalir terus dimakan rayap.pejabat Indonesia tu Tuhan jak dilawan apalagi mahasiswa!",henti mbgjangan terlalu banyak lama teori duit negara ngalir terus makan rayappejabat indonesia tu tuhan jak lawan mahasiswa,,negative,
UgzlwFXzw1cwyDSb2954AaABAg,"MBG.tatakelolanya  amburadul,mulai dari bawah  modelnya  suka mar&#39;ap.",mbgtatakelolanya amburadulmulai bawah model suka marap,,negative,
UgwyiP6ThITjiINfuKB4AaABAg,D hapus(d tiadakan) krn  MBG lapangan kerja bagi si korupsi.,hapusd tiada krn makan gizi gratis lapang kerja si korupsi,,negative,
Ugwrkm6cDtzBK8qZlZx4AaABAg,"Jika di Bongkar Kejahatan, Yg melakukannya di Lingkaran Penguasa Pemerintah, Orang Kaya Raya, Jika Berbicara Kebenaran Harus di Buktikan, Bukan Omong2.",bongkar jahat laku di lingkar kuasa perintah orang kaya raya bicara benar di bukti bukan omong,,negative,
UgzBljPmT7vnf3Rmyvl4AaABAg,"Hrsx pemerontah perhatikn rakyat miskin yg jualan mknan buat siswa siswi jdi ga jajan gulumg tikar krena ga laku,siswa dah mkn gratis<br>isix lom tertu bergizi takutx beracun",hrsx peron perhatikn rakyat miskin jual mknan buat siswa siswi jdi ga jajan gulumg tikar krena ga lakusiswa mkn gratis isix lom tertu gizi takutx racun,,negative,
UgzE2CywBWSZxYduk1J4AaABAg,"MBG tidak bagus sama sekali,, apalagi ketua MBG sekarang tolol anak sekolah libur tetap di berikan anak berangkat saja makanan di buang apalagi libur siapa yang mau ngambil makanan di sekolah, orang pintar cuma bisa nyocot,turun kelapangan, jadi tau cuma buang &quot;makanan",makan gizi gratis bagus sama sekali ketua makan gizi gratis sekarang tolol anak sekolah libur tetap ikan anak berangkat makan buang libur siapa mau ngambil makan sekolah orang pintar cuma nyocotturun lapang jadi tau cuma buang quotmakanan,,negative,
Ugzk50iU0l3oWwXXxvV4AaABAg,"targetnya,sedikit dulu.",targetnyasedikit dulu,,negative,
UgwJi33Cpo6REbAlMUh4AaABAg,Penjelasannya lengkap sekali. <br>Ada pertanyaan sedikit. <br>Aku sebagai orang tua ingin beramal kepada sekolah anakku lewat gizi. Bagaimana aku bisa menyumbang kalau sistemnya SPPG.,jelas lengkap sekali tanya sedikit aku orang tua amal sekolah anak lewat gizi bagaimana aku sumbang kalau sistem sppg,,negative,
UgzDDTNAIWpDHri93V94AaABAg,Salah langkah.<br>Di urusin sama oknum oknum TNI polri dan DPR dan DPRD,salah langkah urusin sama oknum oknum tni polri dpr dprd,,negative,
UgxIizonObQqs6xlW254AaABAg,Programnya baik&quot;. Tpi pengelolany yg hampir gk ada yg baik.,program baikquot tpi pengelolany hampir gk yang baik,,negative,
UgwQioMVy4rK2yUacCl4AaABAg,Terimakasih sudah bersuara demi bangsa tidak makin hancur lebur ulah adudomba ke anak bangsa,terimakasih suara bangsa makin hancur lebur ulah adudomba anak bangsa,,negative,
UgxBZCk0sn1yIlUqFpd4AaABAg,"Sebenernya yang salah siapa? Aku cuma pengen negara mandiri, bukan negara nasabah...",sebenernya salah siapa aku cuma ken negara mandiri bukan negara nasabah,,negative,
UgwE5USPA7Nnjy92sYt4AaABAg,"Terlalu banyak mark up yg terjadi itu dilakukan secara <a href=""http://terang2.an/"">terang2.an</a>",terlalu banyak mark up jadi laku terang,,negative,
UgwVQftPh93fwrV2y3B4AaABAg,"Sebenarnya secara garis besar setuju sama MBG cuma caranya salah dan sudah salah dari awal prof. Penyelewangan dana sudah bisa ditebak dari awal program, lalu program e juga sudah melenceng dari awal.",benar garis besar tuju sama makan gizi gratis cuma cara salah salah awal prof penyelewangan dana sudah bisa tebak awal program lalu program e sudah lenceng awal,,negative,
Ugwgx2x6izOht0ZYy854AaABAg,harusnya tiap sppg disodorin senpi aja dikepala mereka sama kopassus,harus tiap sppg disodorin senpi aja kepala sama kopassus,,negative,
UgwpfD4257Ed8IMZUYV4AaABAg,"Sangat bagus pemaparan nya, tetapi implementasi di lapangan akan sangat jauh dari ekspektasi...<br>Karena..... berapa banyak malapetaka yang berawal dari niat baik... jadi kebijakan/program yang baik pun alangkah baiknya kalau mempertimbangkan perilaku masyarakat &amp; penyelenggara program tsb....<br>Kalau menurut saya yang juga gak mendapatkan keuntungan jika MBG ditutup sementara, sebaiknya MBG ditutup untuk sementara sampai ditemukan sistem yg jelas.... banyak orang pintar yang bisa membuat sistem yg bagus, tetapi tentunya itu justru gak akan dipakai oleh presiden...<br>Juga yg perlu diperhatikan mengapa masyarakat banyak yang gak setuju dengan MBG, itu karena menimbulkan kecemburuan sosial bagi masyarakat lain yang setiap hari melihat betapa orang yang menjadi pegiat MBG dan makelar2nya yg dalam posisi yang menang banyak, sementara sektor usaha lain dan pekerjaan lain hanya bisa geleng-geleng kepala dan mengelus dada...<br>Ini fakta dilapangan bukan fakta didalam kertas, angka2 memang diperlukan untuk menjelaskan, akan tetapi psikologi masyarakat harus diperhatikan pula...<br>Mungkin MBG berbasis angka 2 tersebut akan akurat di lapangan, jika dan hanya jika penyelenggaranya berisi manusia 2 yg kesadarannya sudah tinggi seperti jepang, Finlandia, Swiss, Norwegia dsb....",sangat bagus papar nya implementasi lapang sangat jauh ekspektasi berapa banyak malapetaka awal niat baik jadi kebijakanprogram baik alangkah baik kalau timbang perilaku masyarakat amp selenggara program tsb kalau saya gak dapat untung makan gizi gratis tutup baik makan gizi gratis tutup temu sistem jelas banyak orang pintar buat sistem bagus tentu justru gak pakai presiden juga perlu perhati masyarakat banyak gak tuju makan gizi gratis karena timbul cemburu sosial masyarakat hari lihat betapa orang jadi giat makan gizi gratis makelar dalam posisi yang menang banyak sementara sektor usaha kerja bisa gelenggeleng kepala dan elus dada fakta lapang bukan fakta dalam kertas angka memang perlu jelas tetapi psikologi masyarakat perhati mungkin makan gizi gratis bas angka sebut akurat lapang dan hanya jika selenggara isi manusia yang sadar tinggi jepang finlandia swiss norwegia,,negative,
UgzAOBrxiGId0HuHZXx4AaABAg,BUBARKAN WAE LAH,bubar wae lah,,negative,
UgzyopV-8L-WzzVEqVB4AaABAg,KEBOCORAN DAN D&#39;SENTRALISASI EKONOMI KPD BEBERAPA GELINTIR ORANG PEMODAL MBG. DALAM BEBERAPA SAAT UANG AKAN MANDEK DIREKENING BOSS SPPG. ARTINYA TDK ADA PEREDARAN UANG DI LAPISAN BAWAH.,bocor dsentralisasi ekonomi kpd beberapa gelintir orang modal makan gizi gratis beberapa uang mandek rekening boss sppg arti tdk edar uang lapis bawah,,negative,
